Kind,Name,SumEssential,SumCyclomaticStrict,SumCyclomaticModified,SumCyclomatic,RatioCommentToCode,PercentLackOfCohesionModified,PercentLackOfCohesion,MinEssentialKnots,MaxNesting,MaxInheritanceTree,MaxEssentialKnots,MaxEssential,MaxCyclomaticStrict,MaxCyclomaticModified,MaxCyclomatic,Knots,Essential,CyclomaticStrict,CyclomaticModified,Cyclomatic,CountStmtExe_Php,CountStmtExe_Javascript,CountStmtExe,CountStmtDecl_Php,CountStmtDecl_Javascript,CountStmtDecl,CountStmt,CountSemicolon,CountPathLog,CountPath,CountOutput,CountLineComment_Php,CountLineComment_Javascript,CountLineComment_Html,CountLineComment,CountLineCodeExe,CountLineCodeDecl,CountLineCode_Php,CountLineCode_Javascript,CountLineCode,CountLineBlank_Php,CountLineBlank_Javascript,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountDeclMethodProtected,CountDeclMethodPrivate,CountDeclMethodDefault,CountDeclMethodAll,CountDeclMethod,CountDeclInstanceVariablePublic,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePrivate,CountDeclInstanceVariable,CountDeclInstanceMethod,CountDeclFunction,CountDeclFile,CountDeclExecutableUnit,CountDeclClassVariable,CountDeclClassMethod,CountDeclClass,CountClassDerived,CountClassCoupledModified,CountClassCoupled,CountClassBase,AvgLineComment,AvgLineCode,AvgLineBlank,AvgLine,AvgEssential,AvgCyclomaticStrict,AvgCyclomaticModified,AvgCyclomatic
Public Class,"CH.ifa.draw.util.ColorMap",10,14,12,12,0.15,0,16,,2,1,,3,3,3,3,,,,,,,,18,,,10,28,15,,,,,,,7,31,24,,,48,,,6,,66,,,,11,,0,0,0,6,6,,,,0,0,,,,1,6,,0,1,1,1,0,4,0,5,1,2,2,2
Public Static Method,"CH.ifa.draw.util.ColorMap.color",1,3,2,2,0.00,,,0,1,,0,,,,,1,1,3,2,2,,,3,,,1,4,2,0,2,2,,,,0,3,1,,,5,,,,5,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.ColorMap.color",3,3,3,3,0.00,,,3,2,,3,,,,,3,3,3,3,3,,,5,,,2,7,4,0,3,2,,,,0,4,1,,,6,,,,8,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.ColorMap.colorIndex",3,3,3,3,0.00,,,3,2,,3,,,,,3,3,3,3,3,,,5,,,2,7,4,0,3,2,,,,0,4,1,,,6,,,,5,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.ColorMap.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,112,112,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,112,0,0,0,0
Public Static Method,"CH.ifa.draw.util.ColorMap.isTransparent",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,3,,,,0,1,1,,,3,,,,2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.ColorMap.name",1,3,2,2,0.00,,,0,1,,0,,,,,1,1,3,2,2,,,3,,,1,4,2,0,2,2,,,,0,3,1,,,5,,,,5,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.ColorMap.size",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,6,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Class,"CH.ifa.draw.util.Command",3,3,3,3,2.15,33,33,,0,1,,1,1,1,1,,,,,,,,3,,,6,9,5,,,,,,,28,3,6,,,13,,,4,,46,,,,5,,0,0,0,4,4,,,,1,4,,,,0,0,,9,0,0,1,3,3,0,6,1,1,1,1
Public Constructor,"CH.ifa.draw.util.Command.Command",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,3,1,1,,,3,,,,10,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.util.Command.execute",0,0,0,0,3.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,3,0,1,,,1,,,,4,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.Command.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,116,116,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,116,0,0,0,0
Public Method,"CH.ifa.draw.util.Command.isExecutable",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,1,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Command.name",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,6,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.util.CommandButton",2,3,3,3,0.93,0,0,,1,2,,1,2,2,2,,,,,,,,6,,,4,10,6,,,,,,,14,6,5,,,15,,,2,,32,,,,3,,0,0,0,2,2,,,,1,2,,,,0,0,,0,1,1,2,4,5,0,10,1,1,1,1
Public Constructor,"CH.ifa.draw.util.CommandButton.CommandButton",1,1,1,1,0.80,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,1,4,3,0,1,4,,,,4,3,1,,,5,,,,2,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.CommandButton.actionPerformed",1,2,2,2,0.83,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,1,4,2,0,2,5,,,,5,3,1,,,6,,,,1,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.CommandButton.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,91,91,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,91,0,0,0,0
Public Class,"CH.ifa.draw.util.CommandChoice",3,3,3,3,0.75,0,0,,0,2,,1,1,1,1,,,,,,,,5,,,6,11,7,,,,,,,12,6,7,,,16,,,3,,32,,,,4,,0,0,0,3,3,,,,1,3,,,,0,0,,0,1,1,2,2,4,0,6,1,1,1,1
Public Constructor,"CH.ifa.draw.util.CommandChoice.CommandChoice",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,3,,,,0,2,1,,,4,,,,3,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.CommandChoice.addItem",1,1,1,1,0.75,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,3,2,1,,,4,,,,5,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.CommandChoice.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,97,97,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,97,0,0,0,0
Public Method,"CH.ifa.draw.util.CommandChoice.itemStateChanged",1,1,1,1,0.75,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,2,3,2,0,1,3,,,,3,2,2,,,4,,,,1,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.util.CommandMenu",15,15,15,15,0.29,37,37,,2,2,,4,4,4,4,,,,,,,,30,,,23,53,37,,,,,,,18,37,21,,,62,,,8,,89,,,,9,,0,0,0,8,8,,,,1,8,,,,0,0,,0,1,1,2,2,7,0,9,1,1,1,1
Public Constructor,"CH.ifa.draw.util.CommandMenu.CommandMenu",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,2,,,1,3,2,0,1,2,,,,0,2,1,,,4,,,,9,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.CommandMenu.actionPerformed",4,4,4,4,0.33,,,3,2,,3,,,,,3,4,4,4,4,,,8,,,6,14,10,1,5,7,,,,5,11,5,,,15,,,,2,20,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.CommandMenu.add",1,1,1,1,0.67,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,2,5,4,0,1,3,,,,4,4,2,,,6,,,,11,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.CommandMenu.add",1,1,1,1,0.57,,,0,0,,0,,,,,0,1,1,1,1,,,4,,,2,6,5,0,1,5,,,,4,5,2,,,7,,,,4,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.CommandMenu.checkEnabled",3,3,3,3,0.18,,,1,2,,1,,,,,1,3,3,3,3,,,6,,,5,11,8,0,3,7,,,,2,8,4,,,11,,,,2,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.CommandMenu.enable",3,3,3,3,0.33,,,2,2,,2,,,,,2,3,3,3,3,,,5,,,3,8,5,0,3,5,,,,3,5,2,,,9,,,,2,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.CommandMenu.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,144,144,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,144,0,0,0,0
Public Method,"CH.ifa.draw.util.CommandMenu.remove",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.CommandMenu.remove",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.util.Filler",5,6,6,6,0.12,26,60,,1,2,,1,2,2,2,,,,,,,,9,,,9,18,11,,,,,,,3,9,10,,,25,,,5,,35,,,,7,,0,0,0,5,5,,,,3,5,,,,0,0,,0,0,0,1,0,3,0,3,1,1,1,1
Public Constructor,"CH.ifa.draw.util.Filler.Filler",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,3,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Constructor,"CH.ifa.draw.util.Filler.Filler",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,1,4,3,0,1,4,,,,0,3,1,,,5,,,,4,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Filler.getBackground",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,3,,,1,4,2,0,2,2,,,,0,3,1,,,5,,,,1,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Filler.getMinimumSize",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,3,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Filler.getPreferredSize",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.Filler.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,120,120,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,120,0,0,0,0
Public Class,"CH.ifa.draw.util.FloatingTextField",9,11,11,11,0.75,33,44,,1,1,,1,2,2,2,,,,,,,,21,,,13,34,22,,,,,,,33,22,13,,,44,,,9,,89,,,,12,,0,0,0,9,9,,,,2,9,,,,0,0,,0,0,0,1,2,4,0,7,1,1,1,1
Public Constructor,"CH.ifa.draw.util.FloatingTextField.FloatingTextField",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,0,1,1,,,3,,,,2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.FloatingTextField.addActionListener",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,3,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.FloatingTextField.createOverlay",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,2,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.FloatingTextField.createOverlay",1,2,2,2,0.67,,,0,1,,0,,,,,0,1,2,2,2,,,4,,,1,5,3,0,2,3,,,,4,4,1,,,6,,,,5,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.FloatingTextField.endOverlay",1,2,2,2,0.33,,,0,1,,0,,,,,1,1,2,2,2,,,6,,,2,8,6,0,2,5,,,,3,7,2,,,9,,,,8,13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.FloatingTextField.getPreferredSize",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,3,1,1,,,3,,,,4,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.FloatingTextField.getText",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,2,,,,3,1,1,,,3,,,,3,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.FloatingTextField.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,172,172,0,0,2,2,,,,,,,,,,,0,,0,,,0,,,,,2,0,2,172,0,0,0,0
Public Method,"CH.ifa.draw.util.FloatingTextField.removeActionListener",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,2,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.FloatingTextField.setBounds",1,1,1,1,0.43,,,0,0,,0,,,,,0,1,1,1,1,,,5,,,1,6,5,0,1,5,,,,3,5,1,,,7,,,,9,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.util.Geom",23,43,32,32,0.45,0,0,,3,1,,5,13,5,5,,,,,,,,56,,,43,99,67,,,,,,,60,86,52,,,132,,,15,,216,,,,35,,0,1,0,16,16,,,,0,1,,,,4,15,,0,0,0,1,3,7,1,11,1,2,2,2
Private Constructor,"CH.ifa.draw.util.Geom.Geom",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,1,,,,0,0,0,,,0,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.angleToPoint",1,5,5,5,0.18,,,0,1,,0,,,,,2,1,5,5,5,,,11,,,5,16,11,1,9,5,,,,3,15,5,,,17,,,,7,21,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.center",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,12,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.direction",1,7,4,4,0.29,,,0,1,,0,,,,,3,1,7,4,4,,,8,,,4,12,8,1,4,1,,,,4,12,4,,,14,,,,9,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.east",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,6,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.Geom.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,285,285,0,0,3,3,,,,,,,,,,,0,,0,,,0,,,,,2,0,3,285,0,0,0,0
Public Static Method,"CH.ifa.draw.util.Geom.intersect",5,13,5,5,0.78,,,7,3,,7,,,,,7,5,13,5,5,,,9,,,8,17,12,1,5,1,,,,25,20,15,,,32,,,,10,54,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.length",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,3,,,,3,1,1,,,3,,,,9,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.length2",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,10,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.lineContainsPoint",4,4,4,4,0.16,,,3,1,,3,,,,,3,4,4,4,4,,,13,,,3,16,12,1,4,6,,,,3,14,5,,,19,,,,8,29,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.north",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,5,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.ovalAngleToPoint",1,1,1,1,0.60,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,3,4,3,0,1,3,,,,3,3,3,,,5,,,,7,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.pointToAngle",1,1,1,1,0.60,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,3,4,3,0,1,2,,,,3,3,3,,,5,,,,8,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.polarToPoint",1,1,1,1,0.60,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,3,4,3,0,1,3,,,,3,3,3,,,5,,,,4,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.range",1,3,3,3,0.57,,,0,1,,0,,,,,0,1,3,3,3,,,5,,,1,6,3,1,4,1,,,,4,5,1,,,7,,,,8,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.south",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,6,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Static Method,"CH.ifa.draw.util.Geom.west",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,5,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Class,"CH.ifa.draw.util.Iconkit",9,19,19,19,0.63,53,75,,2,1,,1,5,5,5,,,,,,,,34,,,23,57,37,,,,,,,45,46,23,,,72,,,8,,129,,,,12,,0,1,0,9,9,,,,3,8,,,,3,1,,0,0,0,1,3,7,0,10,1,2,2,2
Public Constructor,"CH.ifa.draw.util.Iconkit.Iconkit",1,1,1,1,0.67,,,0,0,,0,,,,,0,1,1,1,1,,,4,,,1,5,4,0,1,5,,,,4,4,1,,,6,,,,4,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Method,"CH.ifa.draw.util.Iconkit.basicGetImage",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,3,,,1,4,2,0,2,3,,,,0,3,1,,,5,,,,4,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Iconkit.getImage",1,2,2,2,1.00,,,0,1,,0,,,,,1,1,2,2,2,,,4,,,2,6,4,0,2,3,,,,7,5,2,,,7,,,,4,14,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.Iconkit.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,173,173,0,0,1,1,,,,,,,,,,,0,,0,,,0,,,,,2,0,1,173,0,0,0,0
Public Static Method,"CH.ifa.draw.util.Iconkit.instance",1,1,1,1,1.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,3,1,1,,,3,,,,6,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Iconkit.loadImage",1,3,3,3,0.38,,,0,1,,0,,,,,1,1,3,3,3,,,5,,,2,7,4,0,3,5,,,,3,6,2,,,8,,,,3,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Iconkit.loadImageResource",1,3,3,3,0.00,,,0,2,,0,,,,,1,1,3,3,3,,,5,,,3,8,5,0,3,7,,,,0,8,3,,,11,,,,4,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Iconkit.loadRegisteredImages",1,5,5,5,0.38,,,0,2,,0,,,,,2,1,5,5,5,,,8,,,4,12,7,1,7,9,,,,6,12,4,,,16,,,,5,25,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Iconkit.registerAndLoadImage",1,1,1,1,0.60,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,1,4,3,0,1,4,,,,3,3,1,,,5,,,,3,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.Iconkit.registerImage",1,1,1,1,1.67,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,5,1,1,,,3,,,,5,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Class,"CH.ifa.draw.util.PaletteButton",14,20,18,20,0.16,57,61,,1,2,,1,4,2,4,,,,,,,,34,,,25,59,40,,,,,,,13,42,27,,,80,,,18,,110,,,,18,,0,0,0,18,18,,,,3,18,,,,3,0,,1,1,1,3,0,4,0,5,1,1,1,1
Public Constructor,"CH.ifa.draw.util.PaletteButton.PaletteButton",1,1,1,1,0.67,,,0,0,,0,,,,,0,1,1,1,1,,,4,,,1,5,4,0,1,6,,,,4,4,1,,,6,,,,3,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,"CH.ifa.draw.util.PaletteButton.html",0,0,0,0,0.00,,,,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,2,,,0,0,0,0,0,,,230,230,0,0,0,0,,,,,,,,,,,0,,0,,,0,,,,,2,0,0,230,0,0,0,0
Public Method,"CH.ifa.draw.util.PaletteButton.mouseClicked",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,0,0,1,,,1,,,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.PaletteButton.mouseDragged",1,2,2,2,0.00,,,0,1,,0,,,,,1,1,2,2,2,,,4,,,1,5,3,0,2,5,,,,0,5,1,,,7,,,,4,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.PaletteButton.mouseEntered",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,0,,,1,1,0,0,1,0,,,,0,0,1,,,1,,,,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.PaletteButton.mouseExited",1,2,2,2,0.20,,,0,1,,0,,,,,0,1,2,2,2,,,3,,,1,4,2,0,2,2,,,,1,3,1,,,5,,,,4,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.PaletteButton.mouseMoved",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,1,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.PaletteButton.mousePressed",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,3,,,1,4,3,0,1,3,,,,0,3,1,,,5,,,,2,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.PaletteButton.mouseReleased",1,2,2,2,0.00,,,0,1,,0,,,,,0,1,2,2,2,,,4,,,1,5,3,0,2,6,,,,0,4,1,,,6,,,,3,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.PaletteButton.name",1,1,1,1,0.00,,,0,0,,0,,,,,0,1,1,1,1,,,1,,,1,2,1,0,1,1,,,,0,1,1,,,3,,,,0,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,"CH.ifa.draw.util.PaletteButton.paint",1,4,2,4,0.00,,,0,1,,0,,,,,3,1,4,2,4,,,8,,,1,9,7,0,3,4,,,,0,12,1,,,15,,,,6,16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.util.PaletteButton.paintBackground",0,0,0,0,0.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,0,0,1,,,1,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Abstract Method,"CH.ifa.draw.util.PaletteButton.paintNormal",0,0,0,0,0.00,,,0,0,,0,,,,,0,0,0,0,0,,,0,,,1,1,1,0,0,0,,,,0,0,1,,,1,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
