Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountDeclClass,CountDeclExecutableUnit,MaxCyclomatic,MaxCyclomaticStrict,MaxCyclomaticModified,MaxEssential,MaxNesting,SumCyclomatic,SumEssential
Private Method,CH.ifa.draw.samples.javadraw.URLTool.beginEdit,,,,,,,,,,,1,4,1
Anonymous Class,CH.ifa.draw.samples.javadraw.URLTool.beginEdit.(Anon_1),1,1,1,1,,,1,1,1,1,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.URLTool.beginEdit.(Anon_1).actionPerformed,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.URLTool.deactivate,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.javadraw.URLTool.endAction,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.javadraw.URLTool.endEdit,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.samples.javadraw.URLTool.fieldBounds,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.javadraw.URLTool.getURL,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.javadraw.URLTool.mouseDown,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.javadraw.URLTool.mouseUp,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.javadraw.URLTool.setURL,,,,,,,,,,,0,1,1
Package,CH.ifa.draw.samples.net,1,1,1,1,2,,3,3,3,1,2,22,16
Public Class,CH.ifa.draw.samples.net.NetApp,1,1,1,1,,,1,1,1,1,0,3,3
Constructor,CH.ifa.draw.samples.net.NetApp.NetApp,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.net.NetApp.createTools,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.samples.net.NetApp.main,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.samples.net.NodeFigure,1,1,1,1,,,3,3,3,1,2,19,13
Public Constructor,CH.ifa.draw.samples.net.NodeFigure.NodeFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.net.NodeFigure.connectorAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.net.NodeFigure.connectorVisibility,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.net.NodeFigure.connectors,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.net.NodeFigure.containsPoint,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.samples.net.NodeFigure.createConnectors,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.net.NodeFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.net.NodeFigure.draw,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.net.NodeFigure.drawBorder,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.net.NodeFigure.drawConnectors,,,,,,,,,,,2,3,1
Private Method,CH.ifa.draw.samples.net.NodeFigure.findConnector,,,,,,,,,,,2,3,1
Public Method,CH.ifa.draw.samples.net.NodeFigure.handles,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.net.NodeFigure.initialize,,,,,,,,,,,0,1,1
Package,CH.ifa.draw.samples.nothing,1,1,1,1,2,,1,1,1,1,0,4,4
Public Class,CH.ifa.draw.samples.nothing.NothingApp,1,1,1,1,,,1,1,1,1,0,3,3
Constructor,CH.ifa.draw.samples.nothing.NothingApp.NothingApp,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.nothing.NothingApp.createTools,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.samples.nothing.NothingApp.main,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.samples.nothing.NothingApplet,1,1,1,1,,,1,1,1,1,0,1,1
Protected Method,CH.ifa.draw.samples.nothing.NothingApplet.createTools,,,,,,,,,,,0,1,1
Package,CH.ifa.draw.samples.pert,1,1,1,1,5,,4,4,4,4,2,60,46
Public Class,CH.ifa.draw.samples.pert.PertApplet,1,1,1,1,,,1,1,1,1,0,1,1
Protected Method,CH.ifa.draw.samples.pert.PertApplet.createTools,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.samples.pert.PertApplication,1,1,1,1,,,1,1,1,1,0,3,3
Constructor,CH.ifa.draw.samples.pert.PertApplication.PertApplication,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.pert.PertApplication.createTools,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.samples.pert.PertApplication.main,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.samples.pert.PertDependency,1,1,1,1,,,3,3,3,1,1,8,5
Public Constructor,CH.ifa.draw.samples.pert.PertDependency.PertDependency,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertDependency.canConnect,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertDependency.handleConnect,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.pert.PertDependency.handleDisconnect,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.samples.pert.PertDependency.handles,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.samples.pert.PertFigure,1,1,1,1,,,4,4,4,4,2,46,35
Public Constructor,CH.ifa.draw.samples.pert.PertFigure.PertFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.addPostTask,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.addPreTask,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.samples.pert.PertFigure.asInt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.basicDisplayBox,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.pert.PertFigure.basicMoveBy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.connectionInsets,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.draw,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.pert.PertFigure.drawBorder,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.duration,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.end,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.figureChanged,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.figureRemoved,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.handles,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.hasCycle,,,,,,,,,,,2,4,4
Private Method,CH.ifa.draw.samples.pert.PertFigure.initialize,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.pert.PertFigure.layout,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.samples.pert.PertFigure.needsLayout,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.notifyPostTasks,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.read,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.readTasks,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.removePostTask,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.removePreTask,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.setEnd,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.samples.pert.PertFigure.setInt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.start,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.samples.pert.PertFigure.taskName,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.update,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.updateDurations,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.write,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.samples.pert.PertFigure.writeTasks,,,,,,,,,,,1,2,1
Public Class,CH.ifa.draw.samples.pert.PertFigureCreationTool,1,1,1,1,,,1,1,1,1,0,2,2
Public Constructor,CH.ifa.draw.samples.pert.PertFigureCreationTool.PertFigureCreationTool,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.samples.pert.PertFigureCreationTool.createFigure,,,,,,,,,,,0,1,1
Package,CH.ifa.draw.standard,1,1,1,1,54,,8,8,7,4,3,613,461
Public Abstract Class,CH.ifa.draw.standard.AbstractConnector,1,1,1,1,,,1,1,1,1,0,11,11
Public Constructor,CH.ifa.draw.standard.AbstractConnector.AbstractConnector,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.standard.AbstractConnector.AbstractConnector,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractConnector.containsPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractConnector.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractConnector.draw,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractConnector.findEnd,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.AbstractConnector.findPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractConnector.findStart,,,,,,,,,,,0,1,1
File,CH.ifa.draw.standard.AbstractConnector.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.AbstractConnector.owner,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractConnector.read,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractConnector.write,,,,,,,,,,,0,1,1
Public Abstract Class,CH.ifa.draw.standard.AbstractFigure,1,1,1,1,,,4,4,4,1,1,38,31
Protected Constructor,CH.ifa.draw.standard.AbstractFigure.AbstractFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.addFigureChangeListener,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.addToContainer,,,,,,,,,,,0,1,1
Public Abstract Method,CH.ifa.draw.standard.AbstractFigure.basicDisplayBox,,,,,,,,,,,0,0,0
Protected Abstract Method,CH.ifa.draw.standard.AbstractFigure.basicMoveBy,,,,,,,,,,,0,0,0
Public Method,CH.ifa.draw.standard.AbstractFigure.canConnect,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.center,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.changed,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.AbstractFigure.clone,,,,,,,,,,,1,4,1
Public Method,CH.ifa.draw.standard.AbstractFigure.connectedTextLocator,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.connectionInsets,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.connectorAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.connectorVisibility,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.containsPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.decompose,,,,,,,,,,,0,1,1
Public Abstract Method,CH.ifa.draw.standard.AbstractFigure.displayBox,,,,,,,,,,,0,0,0
Public Method,CH.ifa.draw.standard.AbstractFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.figures,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.findFigureInside,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.AbstractFigure.getAttribute,,,,,,,,,,,0,1,1
Public Abstract Method,CH.ifa.draw.standard.AbstractFigure.handles,,,,,,,,,,,0,0,0
File,CH.ifa.draw.standard.AbstractFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.AbstractFigure.includes,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.invalidate,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.AbstractFigure.isEmpty,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.listener,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.moveBy,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.read,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.release,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.AbstractFigure.removeFigureChangeListener,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.removeFromContainer,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.setAttribute,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.size,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.willChange,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractFigure.write,,,,,,,,,,,0,1,1
Public Abstract Class,CH.ifa.draw.standard.AbstractHandle,1,1,1,1,,,1,1,1,1,0,11,11
Public Constructor,CH.ifa.draw.standard.AbstractHandle.AbstractHandle,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractHandle.containsPoint,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractHandle.displayBox,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractHandle.draw,,,,,,,,,,,0,1,1
File,CH.ifa.draw.standard.AbstractHandle.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.AbstractHandle.invokeEnd,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractHandle.invokeEnd,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractHandle.invokeStart,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractHandle.invokeStart,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractHandle.invokeStep,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractHandle.invokeStep,,,,,,,,,,,0,1,1
Public Abstract Method,CH.ifa.draw.standard.AbstractHandle.locate,,,,,,,,,,,0,0,0
Public Method,CH.ifa.draw.standard.AbstractHandle.owner,,,,,,,,,,,0,1,1
Public Abstract Class,CH.ifa.draw.standard.AbstractLocator,1,1,1,1,,,2,2,2,1,1,5,4
Protected Constructor,CH.ifa.draw.standard.AbstractLocator.AbstractLocator,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractLocator.clone,,,,,,,,,,,1,2,1
File,CH.ifa.draw.standard.AbstractLocator.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.AbstractLocator.read,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractLocator.write,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.standard.AbstractTool,1,1,1,1,,,1,1,1,1,0,11,11
Public Constructor,CH.ifa.draw.standard.AbstractTool.AbstractTool,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.activate,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.deactivate,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.drawing,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.editor,,,,,,,,,,,0,1,1
File,CH.ifa.draw.standard.AbstractTool.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.AbstractTool.keyDown,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.mouseDown,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.mouseDrag,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.mouseMove,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.mouseUp,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AbstractTool.view,,,,,,,,,,,0,1,1
Public Abstract Class,CH.ifa.draw.standard.ActionTool,1,1,1,1,,,2,2,2,1,1,4,3
Public Constructor,CH.ifa.draw.standard.ActionTool.ActionTool,,,,,,,,,,,0,1,1
Public Abstract Method,CH.ifa.draw.standard.ActionTool.action,,,,,,,,,,,0,0,0
File,CH.ifa.draw.standard.ActionTool.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.ActionTool.mouseDown,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.ActionTool.mouseUp,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.standard.AlignCommand,3,1,3,1,,,8,8,3,1,2,10,3
Public Constructor,CH.ifa.draw.standard.AlignCommand.AlignCommand,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.AlignCommand.execute,,,,,,,,,,,2,8,1
File,CH.ifa.draw.standard.AlignCommand.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.AlignCommand.isExecutable,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.standard.BoxHandleKit,1,1,1,1,,,1,1,1,1,0,10,10
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.addCornerHandles,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.addHandles,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.east,,,,,,,,,,,0,1,1
File,CH.ifa.draw.standard.BoxHandleKit.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.north,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.northEast,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.northWest,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.south,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.southEast,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.southWest,,,,,,,,,,,0,1,1
Public Static Method,CH.ifa.draw.standard.BoxHandleKit.west,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.standard.BringToFrontCommand,1,1,1,1,,,2,2,2,1,1,4,3
Public Constructor,CH.ifa.draw.standard.BringToFrontCommand.BringToFrontCommand,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.BringToFrontCommand.execute,,,,,,,,,,,1,2,1
File,CH.ifa.draw.standard.BringToFrontCommand.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.BringToFrontCommand.isExecutable,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.standard.BufferedUpdateStrategy,2,2,4,1,,,2,4,2,1,1,2,1
Public Method,CH.ifa.draw.standard.BufferedUpdateStrategy.draw,,,,,,,,,,,1,2,1
File,CH.ifa.draw.standard.BufferedUpdateStrategy.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Class,CH.ifa.draw.standard.ChangeAttributeCommand,1,1,1,1,,,2,2,2,1,1,4,3
Public Constructor,CH.ifa.draw.standard.ChangeAttributeCommand.ChangeAttributeCommand,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.ChangeAttributeCommand.execute,,,,,,,,,,,1,2,1
File,CH.ifa.draw.standard.ChangeAttributeCommand.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.ChangeAttributeCommand.isExecutable,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.standard.ChangeConnectionEndHandle,1,1,1,1,,,1,1,1,1,0,6,6
Public Constructor,CH.ifa.draw.standard.ChangeConnectionEndHandle.ChangeConnectionEndHandle,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionEndHandle.connect,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionEndHandle.disconnect,,,,,,,,,,,0,1,1
File,CH.ifa.draw.standard.ChangeConnectionEndHandle.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.ChangeConnectionEndHandle.locate,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionEndHandle.setPoint,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionEndHandle.target,,,,,,,,,,,0,1,1
Public Abstract Class,CH.ifa.draw.standard.ChangeConnectionHandle,2,2,2,1,,,5,6,5,4,3,20,12
Protected Constructor,CH.ifa.draw.standard.ChangeConnectionHandle.ChangeConnectionHandle,,,,,,,,,,,0,1,1
Protected Abstract Method,CH.ifa.draw.standard.ChangeConnectionHandle.connect,,,,,,,,,,,0,0,0
Protected Abstract Method,CH.ifa.draw.standard.ChangeConnectionHandle.disconnect,,,,,,,,,,,0,0,0
Public Method,CH.ifa.draw.standard.ChangeConnectionHandle.draw,,,,,,,,,,,0,1,1
Private Method,CH.ifa.draw.standard.ChangeConnectionHandle.findConnectableFigure,,,,,,,,,,,3,4,4
Private Method,CH.ifa.draw.standard.ChangeConnectionHandle.findConnectionTarget,,,,,,,,,,,1,2,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionHandle.findConnector,,,,,,,,,,,0,1,1
File,CH.ifa.draw.standard.ChangeConnectionHandle.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.ChangeConnectionHandle.invokeEnd,,,,,,,,,,,1,3,1
Public Method,CH.ifa.draw.standard.ChangeConnectionHandle.invokeStart,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.ChangeConnectionHandle.invokeStep,,,,,,,,,,,2,5,1
Protected Abstract Method,CH.ifa.draw.standard.ChangeConnectionHandle.setPoint,,,,,,,,,,,0,0,0
Protected Method,CH.ifa.draw.standard.ChangeConnectionHandle.source,,,,,,,,,,,1,2,1
Protected Abstract Method,CH.ifa.draw.standard.ChangeConnectionHandle.target,,,,,,,,,,,0,0,0
Public Class,CH.ifa.draw.standard.ChangeConnectionStartHandle,1,1,1,1,,,1,1,1,1,0,6,6
Public Constructor,CH.ifa.draw.standard.ChangeConnectionStartHandle.ChangeConnectionStartHandle,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionStartHandle.connect,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionStartHandle.disconnect,,,,,,,,,,,0,1,1
File,CH.ifa.draw.standard.ChangeConnectionStartHandle.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.ChangeConnectionStartHandle.locate,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionStartHandle.setPoint,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChangeConnectionStartHandle.target,,,,,,,,,,,0,1,1
Public Class,CH.ifa.draw.standard.ChopBoxConnector,1,1,1,1,,,2,2,2,1,1,7,5
Public Constructor,CH.ifa.draw.standard.ChopBoxConnector.ChopBoxConnector,,,,,,,,,,,0,1,1
Public Constructor,CH.ifa.draw.standard.ChopBoxConnector.ChopBoxConnector,,,,,,,,,,,0,1,1
Protected Method,CH.ifa.draw.standard.ChopBoxConnector.chop,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.ChopBoxConnector.findEnd,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.ChopBoxConnector.findStart,,,,,,,,,,,1,2,1
File,CH.ifa.draw.standard.ChopBoxConnector.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Abstract Class,CH.ifa.draw.standard.CompositeFigure,2,2,2,1,,,4,5,4,4,3,69,51
Protected Constructor,CH.ifa.draw.standard.CompositeFigure.CompositeFigure,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.CompositeFigure.add,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.addAll,,,,,,,,,,,1,2,1
Protected Method,CH.ifa.draw.standard.CompositeFigure.basicMoveBy,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.bringToFront,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.draw,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figureAt,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figureChanged,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figureCount,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figureInvalidated,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figureRemoved,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figureRequestRemove,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figureRequestUpdate,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figures,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.CompositeFigure.figuresReverse,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.CompositeFigure.findFigure,,,,,,,,,,,2,3,3
Public Method,CH.ifa.draw.standard.CompositeFigure.findFigure,,,,,,,,,,,2,3,3
Public Method,CH.ifa.draw.standard.CompositeFigure.findFigure,,,,,,,,,,,2,4,4
Public Method,CH.ifa.draw.standard.CompositeFigure.findFigureInside,,,,,,,,,,,2,3,3
Public Method,CH.ifa.draw.standard.CompositeFigure.findFigureInsideWithout,,,,,,,,,,,3,4,4
Public Method,CH.ifa.draw.standard.CompositeFigure.findFigureWithout,,,,,,,,,,,2,4,4
File,CH.ifa.draw.standard.CompositeFigure.html,0,0,0,0,0,0,0,,0,0,0,0,0
Public Method,CH.ifa.draw.standard.CompositeFigure.includes,,,,,,,,,,,2,4,4
Public Method,CH.ifa.draw.standard.CompositeFigure.orphan,,,,,,,,,,,0,1,1
Public Method,CH.ifa.draw.standard.CompositeFigure.orphanAll,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.read,,,,,,,,,,,1,2,1
Private Method,CH.ifa.draw.standard.CompositeFigure.readObject,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.release,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.remove,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.removeAll,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.removeAll,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.replace,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.sendToBack,,,,,,,,,,,1,2,1
Public Method,CH.ifa.draw.standard.CompositeFigure.write,,,,,,,,,,,1,2,1
Public Class,CH.ifa.draw.standard.ConnectionHandle,2,2,2,1,,,5,5,5,4,3,20,13
